2	1537.558	8.461	12.760	0.015	2734.075	7	1.261	1.420	0
3	112.515	8.606	10.804	0.006	2964.682	8	0.278	1.955	0
4	331.813	10.124	12.519	0.010	2828.163	7	-0.056	1.091	0
5	858.059	8.986	11.847	0.007	2818.086	7	0.040	1.326	0
6	134.097	18.243	10.750	0.005	2941.47	6	0.315	1.829	0
7	943.977	18.583	12.988	0.019	2791.517	7	0.848	1.494	0
8	1413.840	17.771	9.716	0.005	2855.231	5	0.750	3.151	0
9	1217.042	19.903	13.310	0.020	2771.344	6	-0.612	1.161	0
10	474.245	21.391	11.942	0.006	2807.068	5	-0.272	1.000	0
11	349.039	22.953	15.684	0.274	2826.499	7	-34.450	1.914	0
12	706.476	23.740	13.201	0.018	2868.9	5	-0.307	1.174	0
13	1007.708	23.234	7.969	0.012	3044.641	8	3.120	11.413	0
14	2000.767	26.491	14.779	0.112	2714.216	15	-15.991	1.778	0
15	962.983	27.205	11.939	0.009	2842.383	5	1.302	1.524	0
16	1583.519	29.954	10.155	0.006	2812.38	5	0.377	2.994	0
17	155.809	33.057	11.897	0.009	2960.826	5	1.113	1.597	0
18	414.582	33.684	11.358	0.006	2871.469	5	0.109	1.405	0
#19	1995.655	33.888	15.686	0.259	2710.375	13	-27.009	1.829	0
20	268.191	33.739	8.337	0.014	3098.681	6	4.098	12.779	0
21	90.824	39.121	10.012	0.005	2985.772	6	0.509	2.822	0
22	535.412	38.965	13.411	0.022	2833.511	5	0.380	1.166	0
23	1516.913	44.653	13.202	0.020	2746.958	7	-0.299	1.264	0
24	698.170	44.557	10.324	0.004	2943.967	4	0.059	1.960	0
25	649.215	49.216	13.477	0.026	2897.518	5	-1.711	1.313	0
26	1024.615	55.756	12.224	0.014	2845.706	6	2.554	2.025	0
27	115.673	57.696	10.766	0.007	2950.112	5	0.647	2.388	0
28	379.261	59.473	12.213	0.009	2868.186	5	-0.231	1.269	0
29	1322.367	60.772	14.588	0.097	2775.76	6	-13.092	1.838	0
30	1606.875	61.358	12.050	0.011	2755.512	5	0.855	1.783	0
31	217.562	62.258	15.328	0.158	2927.795	6	-21.205	1.488	0
32	155.993	64.401	8.485	0.013	3105.412	5	3.598	10.993	0
33	1234.906	67.326	12.880	0.016	2796.208	5	-1.055	1.311	0
34	976.021	67.831	12.853	0.017	2796.906	6	1.299	1.509	0
35	1019.193	67.895	11.611	0.007	2841.169	6	0.248	1.466	0
36	577.030	69.224	10.081	0.005	2970.862	8	-0.072	2.134	0
37	1508.278	69.089	12.888	0.017	2790.546	7	0.385	1.448	0
38	1089.061	69.441	8.433	0.009	2975.679	7	2.545	8.080	0
39	490.367	71.110	12.791	0.016	2845.459	6	2.158	1.462	0
40	1200.936	73.984	12.119	0.008	2804.188	5	0.320	1.240	0
41	577.361	78.610	9.577	0.003	3021.257	8	0.420	1.979	0
42	103.811	82.245	12.645	0.014	2909.277	6	0.619	1.351	0
43	1610.859	84.458	15.106	0.136	2736.994	5	-3.108	1.651	0
44	847.650	89.124	13.251	0.021	2783.949	5	-0.066	1.274	0
45	1406.842	94.897	11.525	0.007	2961.173	5	-0.004	1.581	0
46	674.343	97.681	11.093	0.005	2960.928	5	-0.101	1.555	0
47	1719.416	100.685	12.148	0.011	2748.812	5	1.883	1.666	0
48	730.590	104.246	11.748	0.007	2940.839	5	-0.818	1.326	0
49	1494.668	103.571	11.247	0.005	2887.06	5	0.155	1.337	0
50	1910.457	106.859	13.162	0.018	2748.808	5	0.479	1.209	0
51	1449.116	107.147	8.888	0.008	3034.923	5	1.965	6.142	0
52	148.344	107.862	12.108	0.010	2906.014	5	1.698	1.462	0
53	572.413	110.108	10.316	0.005	2956.252	6	-0.806	2.163	0
54	195.294	117.972	13.151	0.018	2879.22	5	1.117	1.214	0
55	501.642	117.782	8.595	0.010	3011.214	6	2.841	8.319	0
56	686.953	118.474	9.358	0.003	3080.31	5	0.386	2.254	0
57	1300.916	121.942	12.235	0.011	2807.337	5	0.000	1.550	0
58	1745.965	121.515	8.735	0.014	2935.86	5	4.141	11.269	0
59	319.519	121.458	8.080	0.013	3123.917	6	3.169	12.112	0
60	1784.363	122.690	12.208	0.011	2759.597	7	0.404	1.536	0
62	1842.247	123.667	12.669	0.016	2704.651	10	2.026	1.650	0
63	213.794	126.757	12.768	0.013	2860.009	5	-0.796	1.219	0
64	1978.244	126.945	11.613	0.011	2799.348	8	1.787	2.324	0
65	1423.170	132.951	13.446	0.044	3098.421	9	6.442	2.181	0
66	87.988	135.211	12.653	0.013	2848.735	5	-0.499	1.250	0
67	823.576	134.322	12.449	0.008	2780.129	7	-0.099	0.996	0
68	1956.961	134.973	13.963	0.039	2794.108	6	-2.881	1.314	0
69	866.045	137.504	12.873	0.016	2758.868	7	0.699	1.330	0
70	1817.093	139.951	13.004	0.016	2753.12	5	-0.073	1.224	0
71	1703.296	140.977	11.159	0.007	2790.688	9	1.118	2.012	0
72	1318.228	145.552	13.363	0.030	2876.771	5	0.131	1.702	0
73	1420.317	154.204	8.030	0.017	3334.74	5	4.963	15.879	0
74	1454.453	159.489	12.067	0.009	3190.985	5	1.160	1.360	0
75	1618.111	162.184	11.395	0.007	2798.027	5	0.532	1.772	0
76	139.680	162.803	11.449	0.008	2832.325	4	0.817	1.868	0
